pointid,Project,Block,Point,Year,Date,StartTime,Observer,DOY
ORBBS_601_1,ORBBS,601,1,1999,6/14/1999,4:23,"Handel, Colleen M",165
ORBBS_601_1,ORBBS,601,1,1995,6/28/1995,4:24,"Sotak, Diane L",179
ORBBS_601_1,ORBBS,601,1,1996,6/21/1996,4:25,"Handel, Colleen M",173
ORBBS_601_1,ORBBS,601,1,1996,6/16/1996,4:26,"Ricketts, Julia C",168
ORBBS_601_1,ORBBS,601,1,1994,7/1/1994,4:31,"Ricketts, Julia C",182
ORBBS_601_1,ORBBS,601,1,1995,6/13/1995,4:40,"Ricketts, Julia C",164
ORBBS_601_1,ORBBS,601,1,1998,6/10/1998,4:41,"Handel, Colleen M",161
ORBBS_601_1,ORBBS,601,1,1998,6/10/1998,4:41,"Parkinson, Kristina A",161
ORBBS_601_1,ORBBS,601,1,1998,6/10/1998,4:41,"Brelsford, Alan T",161
ORBBS_601_1,ORBBS,601,1,1994,6/15/1994,4:42,"Ricketts, Julia C",166
ORBBS_601_1,ORBBS,601,1,1994,6/2/1994,4:44,"deZeeuw, Maureen L",153
ORBBS_601_1,ORBBS,601,1,1995,5/29/1995,4:45,"Ricketts, Julia C",149
ORBBS_601_1,ORBBS,601,1,1995,6/3/1995,4:46,"Matsuoka, Steve M",154
ORBBS_601_1,ORBBS,601,1,1997,6/11/1997,4:49,"Handel, Colleen M",162
ORBBS_601_1,ORBBS,601,1,1993,6/24/1993,4:50,"deZeeuw, Maureen L",175
ORBBS_601_1,ORBBS,601,1,1993,7/1/1993,4:50,"deZeeuw, Maureen L",182
ORBBS_601_1,ORBBS,601,1,1996,5/30/1996,4:51,"Ricketts, Julia C",151
ORBBS_601_1,ORBBS,601,1,1996,6/5/1996,4:55,"Matsuoka, Steve M",157
ORBBS_601_1,ORBBS,601,1,1994,5/29/1994,4:57,"Ricketts, Julia C",149
ORBBS_601_1,ORBBS,601,1,1996,5/24/1996,5:03,"Ricketts, Julia C",145
ORBBS_601_1,ORBBS,601,1,1995,5/22/1995,5:07,"Ricketts, Julia C",142
ORBBS_601_1,ORBBS,601,1,1993,6/10/1993,5:07,"Ricketts, Julia C",161
ORBBS_601_1,ORBBS,601,1,1996,5/20/1996,5:08,"Ricketts, Julia C",141
ORBBS_601_1,ORBBS,601,1,2000,6/15/2000,5:08,"Handel, Colleen M",167
ORBBS_601_1,ORBBS,601,1,1993,6/2/1993,5:11,"Matsuoka, Steve M",153
ORBBS_601_1,ORBBS,601,1,1994,5/24/1994,5:15,"Ricketts, Julia C",144
ORBBS_601_1,ORBBS,601,1,1995,5/16/1995,5:20,"Ricketts, Julia C",136
ORBBS_601_1,ORBBS,601,1,1996,5/14/1996,5:25,"Ricketts, Julia C",135
ORBBS_601_1,ORBBS,601,1,1994,5/17/1994,5:29,"Ricketts, Julia C",137
ORBBS_601_1,ORBBS,601,1,1993,5/28/1993,5:31,"Ricketts, Julia C",148
ORBBS_601_1,ORBBS,601,1,1993,5/23/1993,5:36,"Ricketts, Julia C",143
ORBBS_601_1,ORBBS,601,1,1995,5/11/1995,5:37,"Ricketts, Julia C",131
ORBBS_601_1,ORBBS,601,1,1996,5/9/1996,5:40,"Ricketts, Julia C",130
ORBBS_601_1,ORBBS,601,1,1995,5/8/1995,5:47,"Ricketts, Julia C",128
ORBBS_601_1,ORBBS,601,1,1993,5/18/1993,5:48,"Ricketts, Julia C",138
ORBBS_601_1,ORBBS,601,1,1994,5/12/1994,5:51,"Ricketts, Julia C",132
ORBBS_601_1,ORBBS,601,1,1993,5/14/1993,5:52,"Ricketts, Julia C",134
ORBBS_601_1,ORBBS,601,1,1993,5/10/1993,6:00,"Ricketts, Julia C",130
ORBBS_601_1,ORBBS,601,1,1994,5/9/1994,6:06,"Ricketts, Julia C",129
ORBBS_601_3,ORBBS,601,3,2001,6/12/2001,5:35,"Cotter, Paul A",163
ORBBS_601_3,ORBBS,601,3,2002,6/19/2002,4:58,"Cotter, Paul A",170
ORBBS_601_3,ORBBS,601,3,2004,6/11/2004,6:16,"Handel, Colleen M",163
ORBBS_601_3,ORBBS,601,3,2006,6/17/2006,5:33,"Van Hemert, Caroline R",168
ORBBS_601_3,ORBBS,601,3,2008,6/17/2008,6:15,"Handel, Colleen M",169
ORBBS_601_3,ORBBS,601,3,2010,6/10/2010,5:39,"Handel, Colleen M",161
ORBBS_601_3,ORBBS,601,3,2012,6/11/2012,6:15,"Handel, Colleen M",163
ORBBS_601_3,ORBBS,601,3,2014,6/12/2014,5:56,"Handel, Colleen M",163
ORBBS_601_3,ORBBS,601,3,2016,6/11/2016,5:46,"Pajot, Lisa M",163
ORBBS_601_3,ORBBS,601,3,2018,6/14/2018,5:55,"Handel, Colleen M",165
ORBBS_601_3,ORBBS,601,3,2020,6/15/2020,5:38,"Handel, Colleen M",167
ORBBS_601_3,ORBBS,601,3,1996,6/16/1996,4:52,"Ricketts, Julia C",168
ORBBS_601_3,ORBBS,601,3,1999,6/14/1999,4:54,"Handel, Colleen M",165
ORBBS_601_3,ORBBS,601,3,1995,6/28/1995,5:00,"Sotak, Diane L",179
ORBBS_601_3,ORBBS,601,3,1994,6/26/1994,5:06,"Handel, Colleen M",177
ORBBS_601_3,ORBBS,601,3,1994,7/1/1994,5:10,"Ricketts, Julia C",182
ORBBS_601_3,ORBBS,601,3,1995,5/29/1995,5:10,"Ricketts, Julia C",149
ORBBS_601_3,ORBBS,601,3,1996,6/21/1996,5:12,"Handel, Colleen M",173
ORBBS_601_3,ORBBS,601,3,1993,6/24/1993,5:13,"deZeeuw, Maureen L",175
ORBBS_601_3,ORBBS,601,3,1993,7/1/1993,5:13,"deZeeuw, Maureen L",182
ORBBS_601_3,ORBBS,601,3,1995,6/13/1995,5:14,"Ricketts, Julia C",164
ORBBS_601_3,ORBBS,601,3,1995,6/3/1995,5:15,"Matsuoka, Steve M",154
ORBBS_601_3,ORBBS,601,3,1994,6/2/1994,5:16,"deZeeuw, Maureen L",153
ORBBS_601_3,ORBBS,601,3,1996,5/30/1996,5:17,"Ricketts, Julia C",151
ORBBS_601_3,ORBBS,601,3,1994,6/15/1994,5:18,"Ricketts, Julia C",166
ORBBS_601_3,ORBBS,601,3,1994,5/29/1994,5:22,"Ricketts, Julia C",149
ORBBS_601_3,ORBBS,601,3,1996,5/24/1996,5:27,"Ricketts, Julia C",145
ORBBS_601_3,ORBBS,601,3,1993,6/10/1993,5:29,"Ricketts, Julia C",161
ORBBS_601_3,ORBBS,601,3,1996,5/20/1996,5:33,"Ricketts, Julia C",141
ORBBS_601_3,ORBBS,601,3,1995,5/22/1995,5:36,"Ricketts, Julia C",142
ORBBS_601_3,ORBBS,601,3,1994,5/24/1994,5:39,"Ricketts, Julia C",144
ORBBS_601_3,ORBBS,601,3,1996,6/5/1996,5:42,"Matsuoka, Steve M",157
ORBBS_601_3,ORBBS,601,3,1995,5/16/1995,5:45,"Ricketts, Julia C",136
ORBBS_601_3,ORBBS,601,3,1997,6/11/1997,5:47,"Handel, Colleen M",162
ORBBS_601_3,ORBBS,601,3,1993,6/2/1993,5:48,"Matsuoka, Steve M",153
ORBBS_601_3,ORBBS,601,3,1996,5/14/1996,5:50,"Ricketts, Julia C",135
ORBBS_601_3,ORBBS,601,3,2000,6/15/2000,5:51,"Handel, Colleen M",167
ORBBS_601_3,ORBBS,601,3,1993,5/28/1993,5:55,"Ricketts, Julia C",148
ORBBS_601_3,ORBBS,601,3,1994,5/17/1994,5:58,"Ricketts, Julia C",137
ORBBS_601_3,ORBBS,601,3,1993,5/23/1993,6:00,"Ricketts, Julia C",143
ORBBS_601_3,ORBBS,601,3,1998,6/10/1998,6:07,"Handel, Colleen M",161
ORBBS_601_3,ORBBS,601,3,1998,6/10/1998,6:07,"Parkinson, Kristina A",161
ORBBS_601_3,ORBBS,601,3,1998,6/10/1998,6:07,"Brelsford, Alan T",161
ORBBS_601_3,ORBBS,601,3,1993,5/18/1993,6:09,"Ricketts, Julia C",138
ORBBS_601_3,ORBBS,601,3,1995,5/11/1995,6:12,"Ricketts, Julia C",131
ORBBS_601_3,ORBBS,601,3,1996,5/9/1996,6:13,"Ricketts, Julia C",130
ORBBS_601_3,ORBBS,601,3,1995,5/8/1995,6:15,"Ricketts, Julia C",128
ORBBS_601_3,ORBBS,601,3,1993,5/14/1993,6:16,"Ricketts, Julia C",134
ORBBS_601_3,ORBBS,601,3,1993,5/10/1993,6:24,"Ricketts, Julia C",130
ORBBS_601_3,ORBBS,601,3,1994,5/12/1994,6:34,"Ricketts, Julia C",132
ORBBS_601_3,ORBBS,601,3,1994,5/9/1994,6:44,"Ricketts, Julia C",129
ORBBS_613_8,ORBBS,613,8,2001,6/21/2001,6:41,"Cotter, Paul A",172
ORBBS_613_8,ORBBS,613,8,2002,6/25/2002,6:12,"Cotter, Paul A",176
ORBBS_613_8,ORBBS,613,8,2006,6/22/2006,7:04,"Van Hemert, Caroline R",173
ORBBS_613_8,ORBBS,613,8,2008,6/24/2008,7:25,"Pajot, Lisa M",176
ORBBS_613_8,ORBBS,613,8,2009,6/26/2009,8:18,"Handel, Colleen M",177
ORBBS_613_8,ORBBS,613,8,2010,6/24/2010,7:23,"Pajot, Lisa M",175
ORBBS_613_8,ORBBS,613,8,2011,6/17/2011,7:19,"Pajot, Lisa M",168
ORBBS_613_8,ORBBS,613,8,2011,6/22/2011,6:59,"Pajot, Lisa M",173
ORBBS_613_8,ORBBS,613,8,2013,6/21/2013,6:55,"Pajot, Lisa M",172
ORBBS_613_8,ORBBS,613,8,2015,6/21/2015,7:31,"Pajot, Lisa M",172
ORBBS_613_8,ORBBS,613,8,2016,6/22/2016,7:00,"Pajot, Lisa M",174
ORBBS_613_8,ORBBS,613,8,2018,6/21/2018,7:00,"Pajot, Lisa M",172
ORBBS_613_8,ORBBS,613,8,2020,6/20/2020,7:05,"Pajot, Lisa M",172
ORBBS_613_8,ORBBS,613,8,2000,6/22/2000,6:38,"Pajot, Lisa M",174
ORBBS_613_8,ORBBS,613,8,1994,6/22/1994,7:02,"Matsuoka, Steve M",173
ORBBS_613_8,ORBBS,613,8,1996,6/19/1996,7:14,"Matsuoka, Steve M",171
ORBBS_613_8,ORBBS,613,8,1999,6/21/1999,7:15,"Matsuoka, Steve M",172
ORBBS_613_8,ORBBS,613,8,1995,6/19/1995,7:27,"Matsuoka, Steve M",170
ORBBS_613_8,ORBBS,613,8,1993,6/21/1993,7:34,"Matsuoka, Steve M",172
ORBBS_613_8,ORBBS,613,8,1997,6/23/1997,7:52,"Handel, Colleen M",174
ORBBS_613_8,ORBBS,613,8,1998,6/23/1998,8:03,"Handel, Colleen M",174
ORBBS_613_7,ORBBS,613,7,2001,6/21/2001,6:23,"Cotter, Paul A",172
ORBBS_613_7,ORBBS,613,7,2002,6/25/2002,6:00,"Cotter, Paul A",176
ORBBS_613_7,ORBBS,613,7,2006,6/22/2006,6:50,"Van Hemert, Caroline R",173
ORBBS_613_7,ORBBS,613,7,2008,6/24/2008,7:11,"Pajot, Lisa M",176
ORBBS_613_7,ORBBS,613,7,2009,6/26/2009,7:59,"Handel, Colleen M",177
ORBBS_613_7,ORBBS,613,7,2010,6/24/2010,7:04,"Pajot, Lisa M",175
ORBBS_613_7,ORBBS,613,7,2011,6/17/2011,6:59,"Pajot, Lisa M",168
ORBBS_613_7,ORBBS,613,7,2011,6/22/2011,6:39,"Pajot, Lisa M",173
ORBBS_613_7,ORBBS,613,7,2013,6/21/2013,6:38,"Pajot, Lisa M",172
ORBBS_613_7,ORBBS,613,7,2015,6/21/2015,7:13,"Pajot, Lisa M",172
ORBBS_613_7,ORBBS,613,7,2016,6/22/2016,6:42,"Pajot, Lisa M",174
ORBBS_613_7,ORBBS,613,7,2018,6/21/2018,6:44,"Pajot, Lisa M",172
ORBBS_613_7,ORBBS,613,7,2020,6/20/2020,6:48,"Pajot, Lisa M",172
ORBBS_613_7,ORBBS,613,7,2000,6/22/2000,6:21,"Pajot, Lisa M",174
ORBBS_613_7,ORBBS,613,7,1994,6/22/1994,6:44,"Matsuoka, Steve M",173
ORBBS_613_7,ORBBS,613,7,1996,6/19/1996,6:49,"Matsuoka, Steve M",171
ORBBS_613_7,ORBBS,613,7,1999,6/21/1999,6:54,"Matsuoka, Steve M",172
ORBBS_613_7,ORBBS,613,7,1995,6/19/1995,7:04,"Matsuoka, Steve M",170
ORBBS_613_7,ORBBS,613,7,1993,6/21/1993,7:13,"Matsuoka, Steve M",172
ORBBS_613_7,ORBBS,613,7,1997,6/23/1997,7:14,"Handel, Colleen M",174
ORBBS_613_7,ORBBS,613,7,1998,6/23/1998,7:45,"Handel, Colleen M",174
ORBBS_601_4,ORBBS,601,4,2001,6/12/2001,5:50,"Cotter, Paul A",163
ORBBS_601_4,ORBBS,601,4,2002,6/19/2002,5:15,"Cotter, Paul A",170
ORBBS_601_4,ORBBS,601,4,2004,6/11/2004,6:46,"Handel, Colleen M",163
ORBBS_601_4,ORBBS,601,4,2006,6/17/2006,5:52,"Van Hemert, Caroline R",168
ORBBS_601_4,ORBBS,601,4,2008,6/17/2008,6:48,"Handel, Colleen M",169
ORBBS_601_4,ORBBS,601,4,2010,6/10/2010,6:01,"Handel, Colleen M",161
ORBBS_601_4,ORBBS,601,4,2012,6/11/2012,6:38,"Handel, Colleen M",163
ORBBS_601_4,ORBBS,601,4,2014,6/12/2014,6:22,"Handel, Colleen M",163
ORBBS_601_4,ORBBS,601,4,2016,6/11/2016,6:10,"Pajot, Lisa M",163
ORBBS_601_4,ORBBS,601,4,2018,6/14/2018,6:23,"Handel, Colleen M",165
ORBBS_601_4,ORBBS,601,4,2020,6/15/2020,6:03,"Handel, Colleen M",167
ORBBS_601_4,ORBBS,601,4,1999,6/14/1999,5:13,"Handel, Colleen M",165
ORBBS_601_4,ORBBS,601,4,1996,6/16/1996,5:15,"Ricketts, Julia C",168
ORBBS_601_4,ORBBS,601,4,1995,6/28/1995,5:15,"Sotak, Diane L",179
ORBBS_601_4,ORBBS,601,4,1995,6/13/1995,5:20,"Ricketts, Julia C",164
ORBBS_601_4,ORBBS,601,4,1993,6/24/1993,5:25,"deZeeuw, Maureen L",175
ORBBS_601_4,ORBBS,601,4,1994,6/26/1994,5:26,"Handel, Colleen M",177
ORBBS_601_4,ORBBS,601,4,1995,5/29/1995,5:26,"Ricketts, Julia C",149
ORBBS_601_4,ORBBS,601,4,1993,7/1/1993,5:30,"deZeeuw, Maureen L",182
ORBBS_601_4,ORBBS,601,4,1994,7/1/1994,5:31,"Ricketts, Julia C",182
ORBBS_601_4,ORBBS,601,4,1994,6/2/1994,5:33,"deZeeuw, Maureen L",153
ORBBS_601_4,ORBBS,601,4,1996,5/30/1996,5:33,"Ricketts, Julia C",151
ORBBS_601_4,ORBBS,601,4,1995,6/3/1995,5:37,"Matsuoka, Steve M",154
ORBBS_601_4,ORBBS,601,4,1994,5/29/1994,5:40,"Ricketts, Julia C",149
ORBBS_601_4,ORBBS,601,4,1996,6/21/1996,5:40,"Handel, Colleen M",173
ORBBS_601_4,ORBBS,601,4,1993,6/10/1993,5:44,"Ricketts, Julia C",161
ORBBS_601_4,ORBBS,601,4,1994,6/15/1994,5:45,"Ricketts, Julia C",166
ORBBS_601_4,ORBBS,601,4,1996,5/24/1996,5:46,"Ricketts, Julia C",145
ORBBS_601_4,ORBBS,601,4,1996,5/20/1996,5:52,"Ricketts, Julia C",141
ORBBS_601_4,ORBBS,601,4,1994,5/24/1994,5:55,"Ricketts, Julia C",144
ORBBS_601_4,ORBBS,601,4,1995,5/22/1995,5:55,"Ricketts, Julia C",142
ORBBS_601_4,ORBBS,601,4,1996,6/5/1996,6:00,"Matsuoka, Steve M",157
ORBBS_601_4,ORBBS,601,4,1995,5/16/1995,6:03,"Ricketts, Julia C",136
ORBBS_601_4,ORBBS,601,4,1993,5/28/1993,6:10,"Ricketts, Julia C",148
ORBBS_601_4,ORBBS,601,4,1997,6/11/1997,6:10,"Handel, Colleen M",162
ORBBS_601_4,ORBBS,601,4,1996,5/14/1996,6:11,"Ricketts, Julia C",135
ORBBS_601_4,ORBBS,601,4,1993,5/23/1993,6:15,"Ricketts, Julia C",143
ORBBS_601_4,ORBBS,601,4,1993,6/2/1993,6:15,"Matsuoka, Steve M",153
ORBBS_601_4,ORBBS,601,4,1994,5/17/1994,6:18,"Ricketts, Julia C",137
ORBBS_601_4,ORBBS,601,4,1993,5/18/1993,6:22,"Ricketts, Julia C",138
ORBBS_601_4,ORBBS,601,4,2000,6/15/2000,6:28,"Handel, Colleen M",167
ORBBS_601_4,ORBBS,601,4,1998,6/10/1998,6:30,"Handel, Colleen M",161
ORBBS_601_4,ORBBS,601,4,1998,6/10/1998,6:30,"Parkinson, Kristina A",161
ORBBS_601_4,ORBBS,601,4,1998,6/10/1998,6:30,"Brelsford, Alan T",161
ORBBS_601_4,ORBBS,601,4,1995,5/11/1995,6:31,"Ricketts, Julia C",131
ORBBS_601_4,ORBBS,601,4,1996,5/9/1996,6:33,"Ricketts, Julia C",130
ORBBS_601_4,ORBBS,601,4,1995,5/8/1995,6:36,"Ricketts, Julia C",128
ORBBS_601_4,ORBBS,601,4,1993,5/10/1993,6:38,"Ricketts, Julia C",130
ORBBS_601_4,ORBBS,601,4,1993,5/14/1993,6:40,"Ricketts, Julia C",134
ORBBS_601_4,ORBBS,601,4,1994,5/12/1994,6:49,"Ricketts, Julia C",132
ORBBS_601_4,ORBBS,601,4,1994,5/9/1994,7:06,"Ricketts, Julia C",129
ORBBS_602_2,ORBBS,602,2,2001,6/15/2001,5:12,"Cotter, Paul A",166
ORBBS_602_2,ORBBS,602,2,2002,6/18/2002,4:49,"Cotter, Paul A",169
ORBBS_602_2,ORBBS,602,2,2004,6/16/2004,5:45,"Handel, Colleen M",168
ORBBS_602_2,ORBBS,602,2,2006,6/14/2006,5:57,"Handel, Colleen M",165
ORBBS_602_2,ORBBS,602,2,2008,6/19/2008,5:43,"Handel, Colleen M",171
ORBBS_602_2,ORBBS,602,2,2010,6/14/2010,5:28,"Handel, Colleen M",165
ORBBS_602_2,ORBBS,602,2,2012,6/18/2012,5:55,"Handel, Colleen M",170
ORBBS_602_2,ORBBS,602,2,2013,6/20/2013,6:22,"Handel, Colleen M",171
ORBBS_602_2,ORBBS,602,2,2014,6/16/2014,5:19,"Handel, Colleen M",167
ORBBS_602_2,ORBBS,602,2,2016,6/15/2016,4:53,"Pajot, Lisa M",167
ORBBS_602_2,ORBBS,602,2,2018,6/20/2018,5:36,"Handel, Colleen M",171
ORBBS_602_2,ORBBS,602,2,2020,6/17/2020,5:20,"Handel, Colleen M",169
ORBBS_602_2,ORBBS,602,2,1995,6/28/1995,4:40,"deZeeuw, Maureen L",179
ORBBS_602_2,ORBBS,602,2,1994,6/15/1994,4:46,"Krajcirik, Lisa M",166
ORBBS_602_2,ORBBS,602,2,1996,6/22/1996,4:49,"Scott, Hustace  H",174
ORBBS_602_2,ORBBS,602,2,1994,6/27/1994,4:51,"Handel, Colleen M",178
ORBBS_602_2,ORBBS,602,2,1995,6/15/1995,4:57,"Matsuoka, Steve M",166
ORBBS_602_2,ORBBS,602,2,1997,6/22/1997,4:59,"Handel, Colleen M",173
ORBBS_602_2,ORBBS,602,2,1996,6/17/1996,5:00,"Matsuoka, Steve M",169
ORBBS_602_2,ORBBS,602,2,1998,6/17/1998,5:01,"Handel, Colleen M",168
ORBBS_602_2,ORBBS,602,2,1998,6/17/1998,5:01,"Troyer, Janice K",168
ORBBS_602_2,ORBBS,602,2,1994,5/31/1994,5:01,"Ricketts, Julia C",151
ORBBS_602_2,ORBBS,602,2,1995,6/2/1995,5:03,"Sotak, Diane L",153
ORBBS_602_2,ORBBS,602,2,1999,6/17/1999,5:06,"Matsuoka, Steve M",168
ORBBS_602_2,ORBBS,602,2,2000,6/16/2000,5:10,"Handel, Colleen M",168
ORBBS_602_2,ORBBS,602,2,1993,6/17/1993,5:16,"Matsuoka, Steve M",168
ORBBS_602_2,ORBBS,602,2,1996,5/28/1996,5:19,"Matsuoka, Steve M",149
ORBBS_602_2,ORBBS,602,2,1995,5/27/1995,5:21,"Matsuoka, Steve M",147
ORBBS_602_2,ORBBS,602,2,1996,6/9/1996,5:24,"Handel, Colleen M",161
ORBBS_602_2,ORBBS,602,2,1994,5/24/1994,5:29,"Handel, Colleen M",144
ORBBS_602_2,ORBBS,602,2,1993,6/26/1993,5:29,JDMason,177
ORBBS_602_2,ORBBS,602,2,1993,5/24/1993,5:30,"Matsuoka, Steve M",144
ORBBS_602_2,ORBBS,602,2,1993,6/4/1993,5:30,JDMason,155
ORBBS_602_2,ORBBS,602,2,1994,5/27/1994,5:33,"Handel, Colleen M",147
ORBBS_602_2,ORBBS,602,2,1993,5/28/1993,5:33,"Matsuoka, Steve M",148
ORBBS_602_2,ORBBS,602,2,1995,5/22/1995,5:37,"Matsuoka, Steve M",142
ORBBS_602_2,ORBBS,602,2,1996,5/18/1996,5:38,"Matsuoka, Steve M",139
ORBBS_602_2,ORBBS,602,2,1996,5/22/1996,5:42,"Matsuoka, Steve M",143
ORBBS_602_2,ORBBS,602,2,1995,5/16/1995,5:48,"Matsuoka, Steve M",136
ORBBS_602_2,ORBBS,602,2,1996,5/13/1996,5:52,"Matsuoka, Steve M",134
ORBBS_602_2,ORBBS,602,2,1993,5/20/1993,5:52,"Handel, Colleen M",140
ORBBS_602_2,ORBBS,602,2,1994,5/9/1994,6:00,"Handel, Colleen M",129
ORBBS_602_2,ORBBS,602,2,1995,5/8/1995,6:01,"Matsuoka, Steve M",128
ORBBS_602_2,ORBBS,602,2,1993,5/14/1993,6:03,"Matsuoka, Steve M",134
ORBBS_602_2,ORBBS,602,2,1996,5/7/1996,6:07,"Matsuoka, Steve M",128
ORBBS_602_2,ORBBS,602,2,1995,5/11/1995,6:10,"Matsuoka, Steve M",131
ORBBS_602_2,ORBBS,602,2,1994,5/17/1994,6:25,"Handel, Colleen M",137
ORBBS_602_2,ORBBS,602,2,1994,5/13/1994,6:29,"Handel, Colleen M",133
ORBBS_602_2,ORBBS,602,2,1993,5/7/1993,6:36,"Matsuoka, Steve M",127
ORBBS_602_2,ORBBS,602,2,1994,5/5/1994,6:38,"Handel, Colleen M",125
ORBBS_613_12,ORBBS,613,12,2001,6/21/2001,7:28,"Cotter, Paul A",172
ORBBS_613_12,ORBBS,613,12,2002,6/25/2002,7:05,"Cotter, Paul A",176
ORBBS_613_12,ORBBS,613,12,2006,6/22/2006,8:16,"Van Hemert, Caroline R",173
ORBBS_613_12,ORBBS,613,12,2008,6/24/2008,8:34,"Pajot, Lisa M",176
ORBBS_613_12,ORBBS,613,12,2009,6/26/2009,9:31,"Handel, Colleen M",177
ORBBS_613_12,ORBBS,613,12,2010,6/24/2010,8:29,"Pajot, Lisa M",175
ORBBS_613_12,ORBBS,613,12,2011,6/17/2011,8:35,"Pajot, Lisa M",168
ORBBS_613_12,ORBBS,613,12,2011,6/22/2011,8:19,"Pajot, Lisa M",173
ORBBS_613_12,ORBBS,613,12,2013,6/21/2013,8:01,"Pajot, Lisa M",172
ORBBS_613_12,ORBBS,613,12,2015,6/21/2015,8:36,"Pajot, Lisa M",172
ORBBS_613_12,ORBBS,613,12,2018,6/21/2018,8:07,"Pajot, Lisa M",172
ORBBS_613_12,ORBBS,613,12,2016,6/22/2016,8:22,"Pajot, Lisa M",174
ORBBS_613_12,ORBBS,613,12,2020,6/20/2020,8:13,"Pajot, Lisa M",172
ORBBS_613_12,ORBBS,613,12,2000,6/22/2000,7:46,"Pajot, Lisa M",174
ORBBS_613_12,ORBBS,613,12,1994,6/22/1994,8:03,"Matsuoka, Steve M",173
ORBBS_613_12,ORBBS,613,12,1996,6/19/1996,8:15,"Matsuoka, Steve M",171
ORBBS_613_12,ORBBS,613,12,1995,6/19/1995,8:28,"Matsuoka, Steve M",170
ORBBS_613_12,ORBBS,613,12,1999,6/21/1999,8:58,"Matsuoka, Steve M",172
ORBBS_613_12,ORBBS,613,12,1993,6/21/1993,9:03,"Matsuoka, Steve M",172
ORBBS_613_12,ORBBS,613,12,1997,6/23/1997,9:26,"Handel, Colleen M",174
ORBBS_613_12,ORBBS,613,12,1998,6/23/1998,9:29,"Handel, Colleen M",174
ORBBS_601_11,ORBBS,601,11,2002,6/19/2002,7:00,"Cotter, Paul A",170
ORBBS_601_11,ORBBS,601,11,2004,6/11/2004,10:03,"Handel, Colleen M",163
ORBBS_601_11,ORBBS,601,11,2006,6/17/2006,8:12,"Van Hemert, Caroline R",168
ORBBS_601_11,ORBBS,601,11,2008,6/17/2008,10:00,"Handel, Colleen M",169
ORBBS_601_11,ORBBS,601,11,2010,6/10/2010,8:49,"Handel, Colleen M",161
ORBBS_601_11,ORBBS,601,11,2012,6/11/2012,9:13,"Handel, Colleen M",163
ORBBS_601_11,ORBBS,601,11,2014,6/12/2014,8:54,"Handel, Colleen M",163
ORBBS_601_11,ORBBS,601,11,2016,6/11/2016,8:15,"Pajot, Lisa M",163
ORBBS_601_11,ORBBS,601,11,2018,6/14/2018,9:30,"Handel, Colleen M",165
ORBBS_601_11,ORBBS,601,11,2020,6/15/2020,8:23,"Handel, Colleen M",167
ORBBS_601_11,ORBBS,601,11,1996,6/16/1996,6:55,"Ricketts, Julia C",168
ORBBS_601_11,ORBBS,601,11,1995,6/28/1995,6:56,"Sotak, Diane L",179
ORBBS_601_11,ORBBS,601,11,1995,5/29/1995,6:59,"Ricketts, Julia C",149
ORBBS_601_11,ORBBS,601,11,1996,5/30/1996,7:01,"Ricketts, Julia C",151
ORBBS_601_11,ORBBS,601,11,1993,7/1/1993,7:01,"deZeeuw, Maureen L",182
ORBBS_601_11,ORBBS,601,11,1995,6/13/1995,7:08,"Ricketts, Julia C",164
ORBBS_601_11,ORBBS,601,11,1993,6/10/1993,7:10,"Ricketts, Julia C",161
ORBBS_601_11,ORBBS,601,11,1999,6/14/1999,7:14,"Handel, Colleen M",165
ORBBS_601_11,ORBBS,601,11,1994,7/1/1994,7:19,"Ricketts, Julia C",182
ORBBS_601_11,ORBBS,601,11,1993,6/24/1993,7:21,"deZeeuw, Maureen L",175
ORBBS_601_11,ORBBS,601,11,1996,5/20/1996,7:22,"Ricketts, Julia C",141
ORBBS_601_11,ORBBS,601,11,1994,6/26/1994,7:24,"Handel, Colleen M",177
ORBBS_601_11,ORBBS,601,11,1995,5/22/1995,7:25,"Ricketts, Julia C",142
ORBBS_601_11,ORBBS,601,11,1994,5/29/1994,7:30,"Ricketts, Julia C",149
ORBBS_601_11,ORBBS,601,11,1996,5/24/1996,7:30,"Ricketts, Julia C",145
ORBBS_601_11,ORBBS,601,11,1994,5/24/1994,7:35,"Ricketts, Julia C",144
ORBBS_601_11,ORBBS,601,11,1995,6/3/1995,7:37,"Matsuoka, Steve M",154
ORBBS_601_11,ORBBS,601,11,1994,6/2/1994,7:38,"deZeeuw, Maureen L",153
ORBBS_601_11,ORBBS,601,11,1995,5/16/1995,7:38,"Ricketts, Julia C",136
ORBBS_601_11,ORBBS,601,11,1996,6/21/1996,7:39,"Handel, Colleen M",173
ORBBS_601_11,ORBBS,601,11,1993,5/23/1993,7:40,"Ricketts, Julia C",143
ORBBS_601_11,ORBBS,601,11,1993,5/28/1993,7:41,"Ricketts, Julia C",148
ORBBS_601_11,ORBBS,601,11,1993,5/18/1993,7:44,"Ricketts, Julia C",138
ORBBS_601_11,ORBBS,601,11,1994,6/15/1994,7:45,"Ricketts, Julia C",166
ORBBS_601_11,ORBBS,601,11,1996,5/14/1996,7:54,"Ricketts, Julia C",135
ORBBS_601_11,ORBBS,601,11,1993,5/10/1993,8:00,"Ricketts, Julia C",130
ORBBS_601_11,ORBBS,601,11,1993,5/14/1993,8:05,"Ricketts, Julia C",134
