year,wetland,week,et,ed,wc,wa,wt,wh,wu,count
2021,23,3,48,1,11.35,112178,1,2,1,11
2021,24,1,46,0,0.06,531330,3,2,1,1
2021,24,2,38,0,0.06,531330,3,2,1,2
2021,24,3,42,0,0.06,531330,3,2,1,1
2021,25,1,45,1,0.41,144948,2,2,1,2
2021,25,2,45,1,0.41,144948,2,2,1,1
2021,25,3,59,0.5,0.41,144948,2,2,1,1
2021,26,1,104,2.16,2.44,7964,3,2,1,1
2021,26,2,225,2.16,2.44,7964,3,2,1,5
2021,26,3,100,2.16,2.44,7964,3,2,1,3
2021,27,1,31,1,2.27,352407,1,2,2,0
2021,27,2,60,1,2.27,352407,1,2,2,0
2021,27,3,75,1,2.27,352407,1,2,2,0
2021,28,1,34,1,5.22,61631,1,1,1,0
2021,28,2,63,1,5.22,61631,1,1,1,0
2021,28,3,27,1,5.22,61631,1,1,1,0
2021,29,1,40,0.5,0.35,402799,2,1,1,3
2021,29,2,30,0.5,0.35,402799,2,1,1,1
2021,29,3,30,0.5,0.35,402799,2,1,1,0
2021,30,1,30,0,3.56,136032,1,2,2,0
2021,30,2,45,0,3.56,136032,1,2,2,0
2021,30,3,45,0,3.56,136032,1,2,2,0
2021,31,1,45,0.33,5.48,16906,1,2,1,0
2021,31,2,70,0.33,5.48,16906,1,2,1,0
2021,31,3,60,0.33,5.48,16906,1,2,1,0
2021,32,1,30,0.5,0.64,279255,1,2,2,4
2021,32,2,30,0.5,0.64,279255,1,2,2,0
2021,32,3,30,0.5,0.64,279255,1,2,2,2
2022,1,1,35,0.5,10.08,127613,3,2,2,0
2022,1,2,40,0.5,10.08,127613,3,2,2,0
2022,1,3,37,0.5,10.08,127613,3,2,2,2
2022,2,1,20,0.627,0.54,39446,1,2,1,0
2022,3,1,35,0,10.93,131907,3,2,1,0
2022,3,2,30,0,10.93,131907,3,2,1,0
2022,3,3,45,0,10.93,131907,3,2,1,0
2022,4,1,30,0,4.98,78864,3,1,1,0
2022,4,2,30,0,4.98,78864,3,1,1,0
2022,4,3,30,0.041,4.98,78864,3,1,1,0
2022,5,1,20,0.7,0.26,43107,2,2,1,0
2022,5,2,20,0.1,0.26,43107,2,2,1,0
2022,5,3,26,0.09,0.26,43107,2,2,1,0
2022,6,1,45,0.03,9.7,6097,1,2,2,0
2022,7,1,90,3.04,0.45,371687,2,2,1,10
2022,7,2,203,3.04,0.45,371687,2,2,1,4
2022,7,3,40,3.04,0.45,371687,2,2,1,1
2022,8,1,45,0,4.24,134394,1,2,2,0
2022,8,2,22,0,4.24,134394,1,2,2,0
2022,9,1,100,1.09,0.73,415445,3,2,2,1
2022,9,2,362,1.09,0.73,415445,3,2,2,8
2022,9,3,35,1.09,0.73,415445,3,2,2,1
2022,10,1,88,1.05,17.05,151721,3,1,1,1
2022,10,2,88,1.05,17.05,151721,3,1,1,0
2022,10,3,88,1.05,17.05,151721,3,1,1,4
2022,11,1,20,0.01,2.28,14454,1,2,2,0
2022,11,2,21,0,2.28,14454,1,2,2,0
2022,11,3,20,0.004,2.28,14454,1,2,2,0
2022,12,1,33,0.46,4.84,21934,3,2,1,0
2022,12,2,33,0.46,4.84,21934,3,2,1,0
2022,12,3,33,0.36,4.84,21934,3,2,1,0
2022,13,1,20,0,1.38,75577,1,2,1,0
2022,13,2,19,0,1.38,75577,1,2,1,0
2022,13,3,20,0,1.38,75577,1,2,1,0
2022,14,1,33,0.02,1.2,211733,3,2,2,0
2022,14,2,33,0.04,1.2,211733,3,2,2,0
2022,14,3,33,0.56,1.2,211733,3,2,2,0
2022,15,1,20,0.25,1.11,22673,1,2,2,0
2022,15,2,49,0.25,1.11,22673,1,2,2,2
2022,15,3,40,0.25,1.11,22673,1,2,2,0
2022,16,1,60,0,0.39,12745,1,2,2,2
2022,16,3,25,0.55,0.39,12745,1,2,2,0
2022,17,1,105,0,1.18,341580,1,2,1,1
2022,17,2,85,0,1.18,341580,1,2,1,1
2022,17,3,95,0,1.18,341580,1,2,1,2
2022,18,3,30,0,30.72,25054,3,2,2,0
2022,19,1,55,1.18,1.22,85825,3,1,2,5
2022,19,2,57,1.18,1.22,85825,3,1,2,3
2022,19,3,296,1.18,1.22,85825,3,1,2,3
2022,20,1,22,0.24,0.28,419687,3,1,2,3
2022,20,2,26,0.27,0.28,419687,3,1,2,0
2022,20,3,30,0.3,0.28,419687,3,1,2,1
2022,21,2,26,0,2.84,210478,3,2,2,0
2022,21,3,22,0,2.84,210478,3,2,2,2
2022,22,1,54,1.22,4.05,232936,2,1,1,0
2022,22,2,45,1.28,4.05,232936,2,1,1,0
2022,22,3,50,1.38,4.05,232936,2,1,1,0
2022,23,1,30,0.63,11.35,112178,1,2,1,5
2022,24,1,35,0.02,0.06,531330,3,2,1,0
2022,24,2,42,0.004,0.06,531330,3,2,1,0
2022,24,3,36,0.023,0.06,531330,3,2,1,0
2022,25,1,64,0.74,0.41,144948,2,2,1,3
2022,25,2,100,0.34,0.41,144948,2,2,1,1
2022,25,3,81,0.5,0.41,144948,2,2,1,0
2022,26,1,122,2.16,2.44,7964,3,2,1,4
2022,26,2,166,2.16,2.44,7964,3,2,1,3
2022,26,3,102,2.16,2.44,7964,3,2,1,1
2022,27,1,45,0.5,2.27,352407,1,2,2,0
2022,27,2,45,0.5,2.27,352407,1,2,2,0
2022,27,3,45,0.5,2.27,352407,1,2,2,0
2022,28,1,39,0.61,5.22,61631,1,1,1,0
2022,28,2,39,0.61,5.22,61631,1,1,1,0
2022,28,3,38,0.61,5.22,61631,1,1,1,0
2022,29,1,66,0.6,0.35,402799,2,1,1,6
2022,29,2,95,0.8,0.35,402799,2,1,1,0
2022,29,3,46,0.6,0.35,402799,2,1,1,0
2022,30,1,41,0,3.56,136032,1,2,2,0
2022,30,2,35,0,3.56,136032,1,2,2,0
2022,30,3,40,0,3.56,136032,1,2,2,0
2022,32,1,20,0.134,0.64,279255,1,2,2,1
2022,32,2,20,0.27,0.64,279255,1,2,2,0
2022,32,3,23,0.25,0.64,279255,1,2,2,2
2023,2,1,31,0.49,0.54,39446,1,2,1,0
2023,2,2,20,0.43,0.54,39446,1,2,1,0
2023,2,3,24,0.56,0.54,39446,1,2,1,0
2023,4,1,33,0.008,4.98,78864,3,1,1,0
2023,4,2,26,0.04,4.98,78864,3,1,1,0
2023,4,3,23,0.01,4.98,78864,3,1,1,0
2023,6,1,60,0.1,9.7,6097,1,2,2,0
2023,6,2,30,0.1,9.7,6097,1,2,2,0
2023,6,3,41,0.1,9.7,6097,1,2,2,0
2023,7,2,129,1.41,0.45,371687,2,2,1,25
2023,7,3,428,5.12,0.45,371687,2,2,1,25
2023,8,2,27,0,4.24,134394,1,2,2,0
2023,8,3,25,0,4.24,134394,1,2,2,0
2023,9,3,110,1.09,0.73,415445,3,2,2,0
2023,10,1,123,1.02,17.05,151721,3,1,1,2
2023,10,2,101,1.02,17.05,151721,3,1,1,0
2023,10,3,98,0.87,17.05,151721,3,1,1,1
2023,12,1,33,0.329,4.84,21934,3,2,1,0
2023,12,2,33,0.378,4.84,21934,3,2,1,0
2023,12,3,26,0.347,4.84,21934,3,2,1,0
2023,13,1,55,0,1.38,75577,1,2,1,0
2023,13,2,90,0,1.38,75577,1,2,1,0
2023,13,3,65,0,1.38,75577,1,2,1,0
2023,14,1,29,0.009,1.2,211733,3,2,2,1
2023,14,2,22,0.02,1.2,211733,3,2,2,0
2023,14,3,24,0.003,1.2,211733,3,2,2,0
2023,15,1,37,0.25,1.11,22673,1,2,2,2
2023,15,2,32,0.25,1.11,22673,1,2,2,4
2023,15,3,33,0.25,1.11,22673,1,2,2,1
2023,17,1,120,0,1.18,341580,1,2,1,1
2023,17,2,90,0,1.18,341580,1,2,1,0
2023,17,3,120,0,1.18,341580,1,2,1,0
2023,18,1,60,0,30.72,25054,3,2,2,0
2023,18,2,60,0,30.72,25054,3,2,2,0
2023,18,3,20,0,30.72,25054,3,2,2,0
2023,19,2,52,1.18,1.22,85825,3,1,2,1
2023,20,1,61,0.33,0.28,419687,3,1,2,2
2023,20,2,36,0.36,0.28,419687,3,1,2,0
2023,20,3,61,0.36,0.28,419687,3,1,2,1
2023,21,1,64,0.02,2.84,210478,3,2,2,0
2023,21,2,47,0,2.84,210478,3,2,2,1
2023,21,3,42,0,2.84,210478,3,2,2,2
2023,22,1,79,1.36,4.05,232936,2,1,1,11
2023,22,2,20,0.0099,4.05,232936,2,1,1,3
2023,22,3,26,0.0099,4.05,232936,2,1,1,0
2023,23,1,29,0,11.35,112178,1,2,1,0
2023,23,2,23,0.067,11.35,112178,1,2,1,0
2023,23,3,47,0,11.35,112178,1,2,1,2
2023,24,2,23,0,0.06,531330,3,2,1,0
2023,24,3,28,0,0.06,531330,3,2,1,0
2023,25,1,75,0.899,0.41,144948,2,2,1,2
2023,25,2,66,0.94,0.41,144948,2,2,1,0
2023,25,3,77,1.1,0.41,144948,2,2,1,4
2023,26,2,112,1.63,2.44,7964,3,2,1,1
2023,26,3,128,2.68,2.44,7964,3,2,1,0
2023,27,2,20,0.35,2.27,352407,1,2,2,0
2023,27,3,51,0.35,2.27,352407,1,2,2,0
2023,28,2,28,0.06,5.22,61631,1,1,1,0
2023,28,3,44,0.23,5.22,61631,1,1,1,0
2023,29,1,53,0.3044,0.35,402799,2,1,1,1
2023,29,2,37,0.261,0.35,402799,2,1,1,0
2023,29,3,30,0.161,0.35,402799,2,1,1,0
2023,30,1,60,0,3.56,136032,1,2,2,0
2023,30,2,45,0,3.56,136032,1,2,2,0
2023,30,3,45,0,3.56,136032,1,2,2,0
2023,32,1,23,0.5,0.64,279255,1,2,2,0
2023,32,2,26,0.5,0.64,279255,1,2,2,0
2023,32,3,35,0.76,0.64,279255,1,2,2,1
2024,1,1,22,0.22,10.08,127613,3,2,2,0
2024,1,2,29,0.22,10.08,127613,3,2,2,0
2024,1,3,35,0.19,10.08,127613,3,2,2,0
2024,2,1,33,0.45,0.54,39446,1,2,1,1
2024,2,2,31,0.47,0.54,39446,1,2,1,0
2024,2,3,30,0.46,0.54,39446,1,2,1,0
2024,3,1,55,0,10.93,131907,3,2,1,0
2024,3,2,40,0,10.93,131907,3,2,1,0
2024,3,3,30,0,10.93,131907,3,2,1,0
2024,4,1,30,0.04,4.98,78864,3,1,1,0
2024,4,2,28,0.03,4.98,78864,3,1,1,0
2024,4,3,31,0.017,4.98,78864,3,1,1,0
2024,5,1,24,0.05,0.26,43107,2,2,1,0
2024,5,2,21,0.06,0.26,43107,2,2,1,0
2024,6,1,26,0.14,9.7,6097,1,2,2,0
2024,6,2,30,0.3,9.7,6097,1,2,2,0
2024,6,3,50,0.3,9.7,6097,1,2,2,1
2024,7,1,360,2.64,0.45,371687,2,2,1,6
2024,7,2,280,2.36,0.45,371687,2,2,1,4
2024,7,3,105,2.7,0.45,371687,2,2,1,4
2024,8,1,47,0.322,4.24,134394,1,2,2,0
2024,8,2,20,0.08,4.24,134394,1,2,2,0
2024,8,3,26,0.2,4.24,134394,1,2,2,0
2024,9,1,49,0.58,0.73,415445,3,2,2,0
2024,9,2,42,0.57,0.73,415445,3,2,2,0
2024,9,3,51,0.62,0.73,415445,3,2,2,2
2024,10,1,80,0.6,17.05,151721,3,1,1,1
2024,10,2,56,0.63,17.05,151721,3,1,1,1
2024,10,3,80,1.14,17.05,151721,3,1,1,1
2024,12,1,41,0.4,4.84,21934,3,2,1,0
2024,12,2,47,0.44,4.84,21934,3,2,1,0
2024,12,3,43,0.43,4.84,21934,3,2,1,0
2024,13,1,20,0.003,1.38,75577,1,2,1,0
2024,13,2,20,0.1,1.38,75577,1,2,1,0
2024,13,3,20,0.04,1.38,75577,1,2,1,0
2024,14,1,28,0.02,1.2,211733,3,2,2,1
2024,14,2,37,0.03,1.2,211733,3,2,2,2
2024,14,3,31,0.04,1.2,211733,3,2,2,0
2024,15,1,40,0.25,1.11,22673,1,2,2,0
2024,15,2,37,0.25,1.11,22673,1,2,2,4
2024,15,3,32,0.25,1.11,22673,1,2,2,0
2024,16,1,20,0.21,0.39,12745,1,2,2,0
2024,16,2,35,0.55,0.39,12745,1,2,2,4
2024,16,3,30,0.4,0.39,12745,1,2,2,1
2024,17,1,170,0,1.18,341580,1,2,1,3
2024,17,2,105,0,1.18,341580,1,2,1,1
2024,17,3,120,0,1.18,341580,1,2,1,1
2024,18,1,30,0,30.72,25054,3,2,2,1
2024,18,2,30,0,30.72,25054,3,2,2,0
2024,19,1,97,0.85,1.22,85825,3,1,2,5
2024,19,2,21,0.27,1.22,85825,3,1,2,2
2024,19,3,84,1.07,1.22,85825,3,1,2,5
2024,20,1,41,0.25,0.28,419687,3,1,2,5
2024,20,2,25,0.33,0.28,419687,3,1,2,0
2024,20,3,26,0.31,0.28,419687,3,1,2,0
2024,21,1,25,0.09,2.84,210478,3,2,2,1
2024,21,2,25,0.12,2.84,210478,3,2,2,0
2024,21,3,75,0.17,2.84,210478,3,2,2,3
2024,22,1,25,0.5,4.05,232936,2,1,1,6
2024,23,1,35,0.5,11.35,112178,1,2,1,1
2024,23,2,31,0.45,11.35,112178,1,2,1,0
2024,23,3,34,0.56,11.35,112178,1,2,1,3
2024,24,1,49,0.01,0.06,531330,3,2,1,1
2024,24,2,35,0.01,0.06,531330,3,2,1,2
2024,24,3,41,0.02,0.06,531330,3,2,1,0
2024,25,1,76,0.71,0.41,144948,2,2,1,1
2024,25,2,110,1.38,0.41,144948,2,2,1,0
2024,25,3,80,1.14,0.41,144948,2,2,1,1
2024,27,1,107,4.56,2.27,352407,1,2,2,0
2024,27,2,38,0.92,2.27,352407,1,2,2,0
2024,27,3,44,0.52,2.27,352407,1,2,2,0
2024,28,1,49,1,5.22,61631,1,1,1,0
2024,28,2,27,0.65,5.22,61631,1,1,1,0
2024,28,3,42,0.7,5.22,61631,1,1,1,0
2024,29,1,39,0.23,0.35,402799,2,1,1,1
2024,29,2,12,0.01,0.35,402799,2,1,1,0
2024,29,3,25,0.18,0.35,402799,2,1,1,0
2024,30,1,45,0,3.56,136032,1,2,2,0
2024,30,2,50,0,3.56,136032,1,2,2,0
2024,30,3,60,0,3.56,136032,1,2,2,0
2024,31,2,22,0.01,5.48,16906,1,2,1,0
2024,31,3,23,0.08,5.48,16906,1,2,1,0
2024,32,1,51,0.49,0.64,279255,1,2,2,3
2024,32,2,54,0.47,0.64,279255,1,2,2,0
2025,1,1,30,0.4,10.08,127613,3,2,2,0
2025,1,2,37,0.44,10.08,127613,3,2,2,0
2025,1,3,33,0.72,10.08,127613,3,2,2,0
2025,2,1,36,0.41,0.54,39446,1,2,1,0
2025,2,2,36,0.5,0.54,39446,1,2,1,0
2025,2,3,34,0.83,0.54,39446,1,2,1,0
2025,3,1,40,0,10.93,131907,3,2,1,0
2025,3,2,55,0,10.93,131907,3,2,1,0
2025,3,3,30,0,10.93,131907,3,2,1,0
2025,5,1,19,0,0.26,43107,2,2,1,1
2025,5,2,20,0,0.26,43107,2,2,1,0
2025,5,3,21,0,0.26,43107,2,2,1,1
2025,6,2,24,0,9.7,6097,1,2,2,1
2025,6,3,35,0,9.7,6097,1,2,2,0
2025,7,1,168,0,0.45,371687,2,2,1,4
2025,7,2,135,1.9,0.45,371687,2,2,1,7
2025,7,3,126,1.47,0.45,371687,2,2,1,12
2025,8,1,29,0.22,4.24,134394,1,2,2,0
2025,8,2,33,0,4.24,134394,1,2,2,0
2025,8,3,28,0.18,4.24,134394,1,2,2,0
2025,9,1,23,0.83,0.73,415445,3,2,2,0
2025,9,2,24,0.46,0.73,415445,3,2,2,0
2025,9,3,20,0.6,0.73,415445,3,2,2,2
2025,10,1,61,0.67,17.05,151721,3,1,1,1
2025,10,2,120,1,17.05,151721,3,1,1,2
2025,10,3,54,0.59,17.05,151721,3,1,1,1
2025,12,1,33,0.44,4.84,21934,3,2,1,0
2025,12,2,31,0.39,4.84,21934,3,2,1,0
2025,13,1,45,0.23,1.38,75577,1,2,1,3
2025,13,2,34,0.23,1.38,75577,1,2,1,0
2025,13,3,41,0.28,1.38,75577,1,2,1,0
2025,14,1,54,0.6,1.2,211733,3,2,2,1
2025,14,2,73,0.62,1.2,211733,3,2,2,0
2025,15,1,34,0.25,1.11,22673,1,2,2,1
2025,15,2,32,0.25,1.11,22673,1,2,2,2
2025,15,3,33,0.25,1.11,22673,1,2,2,1
2025,16,1,20,0,0.39,12745,1,2,2,0
2025,16,2,31,0,0.39,12745,1,2,2,0
2025,16,3,20,0,0.39,12745,1,2,2,0
2025,17,1,120,0,1.18,341580,1,2,1,0
2025,17,2,100,0,1.18,341580,1,2,1,1
2025,17,3,130,0,1.18,341580,1,2,1,1
2025,18,1,30,0,30.72,25054,3,2,2,0
2025,18,2,30,0,30.72,25054,3,2,2,0
2025,18,3,30,0,30.72,25054,3,2,2,0
2025,19,1,36,0.24,1.22,85825,3,1,2,5
2025,19,2,21,0,1.22,85825,3,1,2,4
2025,19,3,23,0.38,1.22,85825,3,1,2,5
2025,20,1,21,0.13,0.28,419687,3,1,2,1
2025,20,2,21,0.11,0.28,419687,3,1,2,1
2025,20,3,22,0.15,0.28,419687,3,1,2,0
2025,21,1,50,0.22,2.84,210478,3,2,2,6
2025,21,2,45,0.24,2.84,210478,3,2,2,2
2025,21,3,36,0.2,2.84,210478,3,2,2,1
2025,22,1,48,0.53,4.05,232936,2,1,1,1
2025,22,2,43,0.53,4.05,232936,2,1,1,2
2025,22,3,40,0.5,4.05,232936,2,1,1,0
2025,23,1,24,0,11.35,112178,1,2,1,3
2025,23,2,35,0,11.35,112178,1,2,1,3
2025,23,3,35,0,11.35,112178,1,2,1,2
2025,24,1,41,0,0.06,531330,3,2,1,2
2025,24,2,43,0,0.06,531330,3,2,1,2
2025,25,1,67,1.14,0.41,144948,2,2,1,2
2025,25,3,86,1.3,0.41,144948,2,2,1,0
2025,27,1,65,0,2.27,352407,1,2,2,0
2025,27,2,53,0.59,2.27,352407,1,2,2,0
2025,27,3,48,0.85,2.27,352407,1,2,2,0
2025,28,1,33,0.8,5.22,61631,1,1,1,0
2025,28,2,53,1.04,5.22,61631,1,1,1,0
2025,28,3,26,0.71,5.22,61631,1,1,1,0
2025,29,1,32,0.19,0.35,402799,2,1,1,2
2025,29,2,64,0,0.35,402799,2,1,1,3
2025,29,3,34,0,0.35,402799,2,1,1,0
2025,30,1,45,0,3.56,136032,1,2,2,0
2025,30,2,45,0,3.56,136032,1,2,2,0
2025,30,3,95,0,3.56,136032,1,2,2,0
2025,31,1,21,0,5.48,16906,1,2,1,0
2025,31,2,21,0,5.48,16906,1,2,1,0
2025,31,3,20,0,5.48,16906,1,2,1,0
2025,32,1,24,0.32,0.64,279255,1,2,2,0
2025,32,2,30,0.41,0.64,279255,1,2,2,0
2025,32,3,46,0.75,0.64,279255,1,2,2,2
